Date,Rank_XP,User_Address,XP,ALP,PLP,EP,RP,VP,BP,EA_Flag
2025-11-06_02:04,983,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8816185,6326586,0,6869729,1150,341437,3833377,1
2025-11-07_02:03,983,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8816185,6326586,0,6869729,1150,341437,3833377,1
2025-11-08_01:56,983,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8816185,6326586,0,6869729,1150,341437,3833377,1
2025-11-09_02:07,983,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8816185,6326586,0,6869729,1150,341437,3833377,1
2025-11-10_02:09,983,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8816185,6326586,0,6869729,1150,341437,3833377,1
2025-11-11_02:05,983,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8816185,6326586,0,6869729,1150,341437,3833377,1
2025-11-12_02:04,983,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8816185,6326586,0,6869729,1150,341437,3833377,1
2025-11-13_02:06,983,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8816185,6326586,0,6869729,1150,341437,3833377,1
2025-11-14_02:04,983,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8816185,6326586,0,6869729,1150,341437,3833377,1
2025-11-15_02:00,983,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8816185,6326586,0,6869729,1150,341437,3833377,1
2025-11-16_02:11,983,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8816185,6326586,0,6869729,1150,341437,3833377,1
2025-11-17_02:05,983,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8816185,6326586,0,6869729,1150,341437,3833377,1
2025-11-18_02:04,983,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8816185,6326586,0,6869729,1150,341437,3833377,1
2025-11-19_02:03,983,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8816185,6326586,0,6869729,1150,341437,3833377,1
2025-11-20_02:02,983,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8816185,6326586,0,6869729,1150,341437,3833377,1
2025-11-21_02:03,983,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8816185,6326586,0,6869729,1150,341437,3833377,1
2025-11-22_01:58,983,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8816185,6326586,0,6869729,1150,341437,3833377,1
2025-11-23_02:24,983,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8816185,6326586,0,6869729,1150,341437,3833377,1
2025-11-24_02:18,983,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8816185,6326586,0,6869729,1150,341437,3833377,1
2025-11-25_02:05,983,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8816185,6326586,0,6869729,1150,341437,3833377,1
2025-11-26_02:05,983,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8816185,6326586,0,6869729,1150,341437,3833377,1
2025-11-27_02:03,983,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8816185,6326586,0,6869729,1150,341437,3833377,1
2025-11-28_02:02,983,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8816185,6326586,0,6869729,1150,341437,3833377,1
2025-11-29_02:02,983,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8816185,6326586,0,6869729,1150,341437,3833377,1
2025-11-30_02:23,983,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8816185,6326586,0,6869729,1150,341437,3833377,1
2025-12-01_02:32,983,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8816185,6326586,0,6869729,1150,341437,3833377,1
2025-12-02_02:07,983,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8816185,6326586,0,6869729,1150,341437,3833377,1
2025-12-03_02:07,983,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8816185,6326586,0,6869729,1150,341437,3833377,1
2025-12-04_02:08,983,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8816185,6326586,0,6869729,1150,341437,3833377,1
2025-12-05_02:08,983,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8816185,6326586,0,6869729,1150,341437,3833377,1
2025-12-06_02:01,983,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8816185,6326586,0,6869729,1150,341437,3833377,1
2025-12-07_02:24,983,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8816185,6326586,0,6869729,1150,341437,3833377,1
2025-12-08_02:09,983,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8816185,6326586,0,6869729,1150,341437,3833377,1
2025-12-09_02:08,983,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8816185,6326586,0,6869729,1150,341437,3833377,1
2025-12-10_02:10,983,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8816185,6326586,0,6869729,1150,341437,3833377,1
2025-12-11_02:17,983,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8816185,6326586,0,6869729,1150,341437,3833377,1
2025-12-12_02:15,983,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8816185,6326586,0,6869729,1150,341437,3833377,1
2025-12-13_02:05,983,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8816185,6326586,0,6869729,1150,341437,3833377,1
2025-12-14_02:24,983,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8816185,6326586,0,6869729,1150,341437,3833377,1
2025-12-15_02:21,983,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8816185,6326586,0,6869729,1150,341437,3833377,1
2025-12-16_02:18,983,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8816185,6326586,0,6869729,1150,341437,3833377,1
2025-12-17_02:07,983,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8816185,6326586,0,6869729,1150,341437,3833377,1
2025-12-18_02:08,983,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8816185,6326586,0,6869729,1150,341437,3833377,1
2025-12-19_02:11,983,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8816185,6326586,0,6869729,1150,341437,3833377,1
2025-12-20_02:04,983,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8816185,6326586,0,6869729,1150,341437,3833377,1
2025-12-21_02:24,983,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8816185,6326586,0,6869729,1150,341437,3833377,1
2025-12-22_02:23,983,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8816185,6326586,0,6869729,1150,341437,3833377,1
2025-12-23_02:18,983,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8816185,6326586,0,6869729,1150,341437,3833377,1
2025-12-24_02:10,983,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8816185,6326586,0,6869729,1150,341437,3833377,1
2025-12-25_02:18,983,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8816185,6326586,0,6869729,1150,341437,3833377,1
2025-12-26_02:13,983,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8816185,6326586,0,6869729,1150,341437,3833377,1
2025-12-27_02:09,983,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8816185,6326586,0,6869729,1150,341437,3833377,1
2025-12-28_02:30,983,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8816185,6326586,0,6869729,1150,341437,3833377,1
2025-12-29_02:28,983,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8816185,6326586,0,6869729,1150,341437,3833377,1
2025-12-30_02:19,983,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8816185,6326586,0,6869729,1150,341437,3833377,1
2025-12-31_02:19,983,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8816185,6326586,0,6869729,1150,341437,3833377,1
2026-01-01_02:31,983,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8816185,6326586,0,6869729,1150,341437,3833377,1
2026-01-02_02:21,983,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8816185,6326586,0,6869729,1150,341437,3833377,1
2026-01-03_02:08,983,0x9e47fbb2a2a27b3b02e4a63b3ef5a3dc863c0223,8816185,6326586,0,6869729,1150,341437,3833377,1
